time, mean_OMTO3d_003_ColumnAmountO3
2006-10-18,294.106781
2006-10-19,288.165833
2006-10-20,287.921478
2006-10-21,286.742188
2006-10-22,338.455322
2006-10-23,293.042694
2006-10-24,294.007935
2006-10-25,296.080078
2006-10-26,295.972504
2006-10-27,295.859161
2006-10-28,302.311951
2006-10-29,302.977905
2006-10-30,299.07489
2006-10-31,298.847107
2006-11-01,302.46936
2006-11-02,306.34082
2006-11-03,303.697998
2006-11-04,301.00293
2006-11-05,299.455322
2006-11-06,297.205566
2006-11-07,291.927673
2006-11-08,287.650879
2006-11-09,287.663208
2006-11-10,289.31665
2006-11-11,295.653351
2006-11-12,295.242828
2006-11-13,290.689545
2006-11-14,297.536224
2006-11-15,295.268921
2006-11-16,291.342743
2006-11-17,287.031525
2006-11-18,289.339874
2006-11-19,293.962067
2006-11-20,296.010193
2006-11-21,292.351318
2006-11-22,290.185028
2006-11-23,335.640991
2006-11-24,287.246002
2006-11-25,288.261505
2006-11-26,283.243591
2006-11-27,289.365356
2006-11-28,292.79187
2006-11-29,286.168518
2006-11-30,284.444427
2006-12-01,293.441864
2006-12-02,291.767212
2006-12-03,282.152771
2006-12-04,282.539124
2006-12-05,281.822357
2006-12-06,282.470856
2006-12-07,288.28421
2006-12-08,285.744202
2006-12-09,285.842163
2006-12-10,295.958252
2006-12-11,297.907471
2006-12-12,309.550934
2006-12-13,312.283691
2006-12-14,315.556274
2006-12-15,321.404114
2006-12-16,322.364838
2006-12-17,321.550964
2006-12-18,318.337067
2006-12-19,321.056824
2006-12-20,317.955078
2006-12-21,317.68042
2006-12-22,318.204437
2006-12-23,324.6091
2006-12-24,318.702942
2006-12-25,375.706543
2006-12-26,313.705353
2006-12-27,324.809418
2006-12-28,327.91687
2006-12-29,323.777863
2006-12-30,312.820038
2006-12-31,311.942505
2007-01-01,321.639954
2007-01-02,322.291718
2007-01-03,322.511383
2007-01-04,322.093109
2007-01-05,326.974731
2007-01-06,329.119293
2007-01-07,332.438293
2007-01-08,327.060944
2007-01-09,326.856598
2007-01-10,327.861786
2007-01-11,324.527863
2007-01-12,314.972595
2007-01-13,306.389862
2007-01-14,304.037994
2007-01-15,308.778931
2007-01-16,305.162079
2007-01-17,310.848602
2007-01-18,318.738831
2007-01-19,326.86377
2007-01-20,326.888916
2007-01-21,335.241394
2007-01-22,337.913544
2007-01-23,337.567444
2007-01-24,337.728241
2007-01-25,335.590485
2007-01-26,488.506042
2007-01-27,327.612762
2007-01-28,333.103363
2007-01-29,335.647644
2007-01-30,344.683289
2007-01-31,342.192688
2007-02-01,336.818939
2007-02-02,340.699066
2007-02-03,341.705475
2007-02-04,333.581482
2007-02-05,322.39447
2007-02-06,326.941254
2007-02-07,333.379639
2007-02-08,346.716217
2007-02-09,335.195465
2007-02-10,330.218536
2007-02-11,327.154694
2007-02-12,323.377258
2007-02-13,327.256592
2007-02-14,337.174988
2007-02-15,345.499908
2007-02-16,349.264771
2007-02-17,351.1091
2007-02-18,348.132721
2007-02-19,348.915527
2007-02-20,352.771179
2007-02-21,355.493652
2007-02-22,354.548645
2007-02-23,360.619141
2007-02-24,366.892731
2007-02-25,373.479065
2007-02-26,370.128143
2007-02-27,373.692352
2007-02-28,366.632599
2007-03-01,370.59317
2007-03-02,378.834167
2007-03-03,377.641083
2007-03-04,371.134979
2007-03-05,363.513855
2007-03-06,359.390137
2007-03-07,357.595154
2007-03-08,359.101562
2007-03-09,357.74173
2007-03-10,356.876587
2007-03-11,352.519623
2007-03-12,345.536957
2007-03-13,342.061859
2007-03-14,342.13916
2007-03-15,345.678741
2007-03-16,351.516449
2007-03-17,356.113281
2007-03-18,345.148285
2007-03-19,325.245026
2007-03-20,325.766205
2007-03-21,334.677185
2007-03-22,336.131531
2007-03-23,339.722473
2007-03-24,339.213654
2007-03-25,339.105865
2007-03-26,342.591492
2007-03-27,346.260132
2007-03-28,349.122528
2007-03-29,354.854706
2007-03-30,352.073303
2007-03-31,445.838715
2007-04-01,355.629059
2007-04-02,353.19751
2007-04-03,349.656586
2007-04-04,347.485321
2007-04-05,350.449402
2007-04-06,366.433441
2007-04-07,379.605347
2007-04-08,371.712952
2007-04-09,368.369507
2007-04-10,351.194794
2007-04-11,343.640686
2007-04-12,351.403625
2007-04-13,349.435547
2007-04-14,346.601868
2007-04-15,350.423828
2007-04-16,348.872345
2007-04-17,349.903259
2007-04-18,357.299042
2007-04-19,354.372131
2007-04-20,348.883026
2007-04-21,343.752197
2007-04-22,345.409271
2007-04-23,342.227081
2007-04-24,339.233856
2007-04-25,340.759308
2007-04-26,344.335907
